Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Exclusivity.perceptual,Exclusivity.action,Exclusivity.sensorimotor,Modality
accounting,1.591,0.364,0.818,0.545,0.364,2.773,0.2,2.5,3.15,1.3,0.45,0.373,0.388,0.21,Visual
accredit,1.882,0.706,0.824,1.353,0.412,2.471,0,0.688,2.438,2.25,0.188,0.269,0.438,0.187,Visual
accreditation,1.4,0,0.133,0.133,0,2.133,0.647,1.471,3.176,1,0.588,0.561,0.376,0.297,Visual
accredited,1.588,0,0,0.471,0,2.706,0.6,0.75,2.65,1.15,0.45,0.568,0.393,0.261,Visual
accrue,0.824,0.059,0.647,0.529,0.059,2.529,0.722,1.611,1.667,0.944,0.667,0.532,0.178,0.241,Visual
accruement,0.727,0,0.636,0.545,0,3.273,0.333,1.333,2.333,0.389,0.278,0.632,0.44,0.332,Visual
accumulate,1.267,0.067,2.333,0.333,0.267,3.733,0.85,2.6,2.5,1,0.75,0.458,0.24,0.234,Visual
accumulation,0.579,0.263,1.105,0.789,0.158,3.158,0.579,2.316,2,0.684,0.632,0.496,0.28,0.245,Visual
accumulative,1.333,0.389,1.556,0.611,0.389,3.056,0.286,1.524,2.857,1,0.381,0.364,0.425,0.207,Visual
accumulatively,1.471,0.412,1.118,0.882,0.471,3.059,1,1.8,2.15,1.25,1.05,0.357,0.159,0.181,Visual
accumulativeness,0.538,0.077,0.769,0.538,0.077,2.231,0.111,1.278,2.111,0.444,0.222,0.509,0.48,0.256,Visual
accumulator,1,0,0.308,0.231,0.231,2.615,0.941,1.765,1.882,1.294,1.176,0.596,0.133,0.229,Visual
accuracy,2.278,0.667,1.111,0.5,0.667,4.222,0.882,2.941,3.529,1.647,0.882,0.394,0.268,0.193,Visual
accurate,2.027,0.622,1.622,1.135,0.622,3.324,0.795,1.538,2.897,1.308,0.564,0.289,0.329,0.168,Visual
accurately,1.562,0.25,0.812,0.562,0.25,2.812,0.947,1.737,3.211,1.684,0.895,0.41,0.273,0.201,Visual
accurateness,1.632,0.368,0.421,1.053,0.526,3.105,1.471,2.176,3.706,1.294,1,0.385,0.28,0.199,Visual
accursed,2.043,0.13,0.391,1.522,0.13,2.261,0.467,0.733,2.067,1.533,0.467,0.329,0.304,0.181,Visual
accusable,2.316,0,0,0.263,0,1.895,0.158,0.842,2.316,2.368,0.368,0.518,0.365,0.225,Auditory
accusation,4.188,0.125,0.062,0.625,0.125,1.562,0.158,0.947,3,3.474,0.053,0.617,0.448,0.289,Auditory
accusative,2.882,0.118,0.059,1,0,1.941,0.158,0.421,2.421,2.895,0.211,0.48,0.448,0.239,Auditory
accusatively,3.278,0.222,0.167,1.111,0.111,2,0.524,1.381,3.286,3.476,0.619,0.46,0.318,0.208,Auditory
accusatorial,3.231,0,0,0.231,0,2.154,0.353,1.294,2.059,2.471,0.588,0.575,0.313,0.261,Auditory
accusatory,3.059,0,0.353,1.588,0.118,2.529,0.4,0.75,2.1,2.75,0.45,0.4,0.364,0.217,Auditory
accuse,3.647,0.235,0.118,1.235,0.176,1.588,0,0.429,2.905,2.952,0.19,0.504,0.456,0.271,Auditory
accused,3.647,0,0.176,1.588,0,2.824,0.048,0.952,2.905,2.619,0.286,0.443,0.42,0.242,Auditory
accuser,3.562,0.312,0.688,1.5,0.312,3.375,0.7,1.4,3.25,3.2,0.95,0.333,0.268,0.169,Auditory
accusingly,3.333,0.061,0.273,1.333,0.03,1.97,0.421,1.789,2.579,3.737,1,0.472,0.348,0.224,Auditory
accustom,1.35,0.7,0.9,1.8,0.55,1.95,0.263,0.579,1.053,0.737,0.263,0.193,0.273,0.166,Visual
accustomed,1.278,0.5,0.556,2.056,0.5,1.889,0.789,1,2.526,0.895,0.737,0.23,0.301,0.159,Interoceptive
ace,0.438,0,0,0.375,0,2.062,0.4,1.6,1.35,0.6,0.5,0.717,0.27,0.282,Visual
acetaminophen,0.438,2.062,1.938,3.438,0.375,3.25,0.625,1.25,2.375,3.125,0.875,0.266,0.303,0.155,Interoceptive
acetone,0.529,0.412,0.765,0.059,3.118,2.471,0.211,1.947,1.579,0.579,0.421,0.416,0.367,0.253,Olfactory
acetylene,0.818,0.545,0.636,0,1.909,1.545,0.1,0.7,1.4,0.2,0.1,0.35,0.52,0.24,Olfactory
ache,1,0.062,1.188,4.375,0.062,1.062,2.737,3.053,3.211,2.579,2.684,0.556,0.044,0.196,Interoceptive
achievable,0.45,0,0.25,1.9,0.05,2.45,1.842,1.895,3.158,2.105,1.368,0.48,0.173,0.204,Visual
achieve,0.824,0.059,0.294,2.588,0.059,1.471,1.167,1.278,2.722,1.278,1.333,0.478,0.2,0.204,Interoceptive
achievement,2.235,0.118,0.412,2.176,0.118,3.647,1,1.105,3.158,2.105,1.158,0.405,0.253,0.205,Visual
achiever,1.944,0,0.611,2.278,0,3.111,0.789,1.368,2.263,1.842,0.895,0.392,0.206,0.206,Visual
achiness,0.667,0,2.333,4.667,0,0.667,3.1,3,2.2,1.65,3.35,0.56,0.128,0.216,Interoceptive
aching,0.576,0.03,1.667,4.212,0.03,0.879,2.158,2.211,2.421,1.474,2.316,0.566,0.09,0.233,Interoceptive
achingly,0.8,0,1.1,3.9,0,1,2.05,2.4,2.35,2.25,2.5,0.574,0.039,0.213,Interoceptive
achy,0.421,0,2,4.263,0,0.632,2.706,2.647,2.471,1.765,2.647,0.583,0.077,0.218,Interoceptive
acid,0.824,0.941,1.176,1.824,1.706,2.706,0.895,1.526,1.947,1.895,1.158,0.205,0.142,0.113,Visual
acid rain,1.529,0.941,1.353,0.353,1.588,3.235,0.95,1.15,1.9,0.7,1.2,0.32,0.203,0.193,Visual
acid test,0.812,1.25,2.062,1.625,1.188,3.125,0.111,1.5,1.556,0.722,0.278,0.23,0.347,0.212,Visual
acidic,0.222,3.444,1.556,1.389,2.5,1.944,0.278,0.667,1,3.5,1.111,0.291,0.492,0.186,Gustatory
acidification,0.077,1,0.692,1.231,0.154,1.385,0.188,0.812,1.188,1.188,0.25,0.288,0.276,0.16,Visual
acidify,0.684,1.211,0.684,0.579,1.053,2.895,0.05,0.65,0.7,0.45,0.15,0.326,0.325,0.312,Visual
acidity,0.667,3.143,1.429,1.381,1.429,2.048,0.4,1.05,1.45,3.2,1.2,0.245,0.384,0.161,Gustatory
acidly,1.533,0.6,0.4,1,0.667,1.533,0.476,0.619,1.286,1.714,0.714,0.198,0.257,0.125,Auditory
acidometer,0.4,0.3,1.7,0.5,0.65,2.9,0,1.462,2.231,0.615,0.154,0.403,0.5,0.266,Visual
acknowledge,2.875,0,0.438,1.75,0.125,2.438,0.526,0.789,3.789,2.842,0.632,0.377,0.38,0.234,Auditory
acknowledgeable,2.4,0.267,0.333,1.067,0.467,2.067,0.579,1.211,3,2.632,0.526,0.323,0.311,0.188,Auditory
acknowledged,2.743,0.171,0.4,1.314,0.171,2.686,0.056,0.861,3.083,2.806,0.25,0.344,0.429,0.208,Auditory
acknowledgement,2.833,0,0.333,1.222,0,3.222,0.526,1.368,3.789,2.684,0.789,0.423,0.356,0.226,Visual
acne,0.353,0,2,0.529,0.176,3.824,0.5,1.45,3.75,0.65,1.6,0.556,0.409,0.258,Visual
acorn,0.8,1.267,3.067,0.133,0.867,3.933,0.857,2.333,2.143,1.714,0.524,0.377,0.239,0.215,Visual
acoustic,3.824,0.118,0.294,0.588,0.118,1,0.619,1.476,3.81,1.476,0.905,0.624,0.385,0.26,Auditory
acoustical,3.882,0.529,1.059,0.882,0.529,1.647,0.35,0.8,3.25,1.1,0.35,0.393,0.496,0.246,Auditory
acoustically,4.533,0,0.133,0.667,0,0.667,0.4,0.533,3.4,1.133,0.533,0.756,0.5,0.378,Auditory
acoustics,3.812,0.125,0.688,0.812,0.125,1,0.304,0.522,3.783,0.957,0.217,0.562,0.617,0.299,Auditory
acquaint,2.2,0.067,0.6,1.267,0.067,3.333,0.353,1.588,1.882,1.824,0.529,0.434,0.248,0.238,Visual
acquaintance,3.15,0.15,1.25,0.25,0.4,4.25,0.389,1.5,2.5,1.722,0.5,0.434,0.319,0.255,Visual
acquainted,1.611,0,0.667,1.444,0.111,1.944,0.538,1.615,3.538,2,0.462,0.337,0.377,0.254,Visual
acquiesce,2.5,0.3,0.5,2.4,0.3,3.2,0.167,0.389,1.833,1.444,0.111,0.315,0.437,0.235,Visual
acquiescently,2.154,0.462,0.385,1.308,0.385,2.308,0.32,1,2.04,1.8,0.52,0.275,0.303,0.157,Visual
acquirable,0.889,0.444,1.111,1.222,0.333,2.389,0.412,1.941,1.176,0.706,0.412,0.322,0.329,0.186,Visual
acquire,0.824,0.647,2.176,1,0.588,2.824,0.762,3.571,2.143,1.476,0.714,0.277,0.33,0.178,Visual
acquired,1.947,0.737,1.895,0.789,0.632,3.368,0.75,2.25,1.95,1.3,0.9,0.292,0.21,0.166,Visual
acquirement,1.118,0.882,1.765,0.765,0.588,2.647,0.65,2.15,2.3,1.2,0.25,0.265,0.313,0.167,Visual
acquirer,1.474,0.316,0.632,0.579,0.105,2.632,0.318,2.409,2.182,1.227,0.364,0.44,0.322,0.206,Visual
acquisition,1.105,0.158,1,0.421,0.263,2.842,0.81,2.048,2.19,1.762,0.667,0.464,0.204,0.202,Visual
acquisitive,1.083,0,0.583,1.083,0,2.25,0.188,0.375,1.438,0.688,0.188,0.45,0.435,0.286,Visual
acquisitively,1.636,0.818,1.182,1.636,0.727,2,0.25,1.125,2.312,1.25,0.312,0.159,0.393,0.156,Visual
acquit,2.8,0.133,0.267,0.267,0,2.267,0.105,0.421,1.947,1.737,0.105,0.488,0.427,0.279,Auditory
acquittal,2.824,0.235,0.353,1.059,0.235,2.824,0.389,0.389,1.889,1.444,0.333,0.344,0.35,0.216,Auditory
acquitter,1.556,0.056,0.278,0.556,0.111,1.611,0.714,0.929,2.357,2,0.643,0.373,0.258,0.213,Visual
acre,0.6,0.05,0.8,0.4,0.25,3.45,1.762,0.476,1.905,0.333,0.429,0.613,0.32,0.325,Visual
acrid,0.25,2,0.5,0.417,3.417,0.417,0,0.062,2.562,1.688,0.188,0.452,0.569,0.297,Olfactory
acrimoniously,2.875,0.312,0.5,1.188,0.312,2.438,0,0.364,1.818,2.364,0.182,0.336,0.5,0.233,Auditory
acrobat,1.222,0,0.722,0.778,0,4.167,3.55,3.7,2.25,0.35,3.3,0.605,0.255,0.208,Visual
acrobatic,0.438,0.062,1,1.062,0.062,3.25,3.769,3.308,1.923,0.692,2.923,0.543,0.244,0.2,Visual
acrobatically,1.071,0,1.286,1.357,0,3.571,3.429,3.524,1.81,0.571,3,0.49,0.239,0.182,Visual
acrobatics,1,0.278,0.5,0.722,0.444,3.778,2.737,2.895,1.947,0.579,2.105,0.521,0.226,0.206,Visual
acronym,2.733,0.067,0.067,0.267,0.067,3.133,0,0.136,2.5,1.409,0,0.484,0.618,0.302,Visual
acrophobia,0.083,0,0.417,3.75,0,1.333,1.9,1.4,3.2,1.1,1.1,0.672,0.241,0.263,Interoceptive
across,0.739,0,0.435,0.217,0,3.696,2,2.105,2.579,0.632,1.158,0.726,0.23,0.273,Visual
acrylic,0.5,0.111,2.722,0.222,1.167,3.333,0.588,2.294,2.294,0.824,0.529,0.4,0.27,0.221,Visual
act,2.571,0.238,0.571,0.81,0.238,3.19,2.55,2.85,3.15,2.8,2.4,0.388,0.055,0.138,Visual
act on,1.647,0.235,0.529,1.471,0.294,2.824,2.238,2.619,2.905,2.238,2,0.37,0.075,0.14,Visual
act out,2.1,0.1,0.65,1.8,0.15,2.75,1.056,1.778,2.111,2.278,0.667,0.351,0.204,0.172,Visual
act upon,1.65,0,0.8,1.7,0.15,2.5,1.684,2.105,2.842,2.211,1.579,0.368,0.121,0.165,Visual
acting,3.118,0.059,0.824,1.176,0,4,2.857,3.333,4,3.857,2.619,0.436,0.083,0.155,Visual
action,2.625,0.25,1,2.312,0.312,4.062,3.45,3.5,2.85,2.9,2.25,0.361,0.084,0.149,Visual
actionable,1.143,0.429,0.929,1.5,0.286,2.929,1.263,1.737,1.526,0.947,0.632,0.366,0.181,0.198,Visual
activate,1.583,0.042,1.417,0.708,0.042,3,1.35,2.75,2.15,2.05,0.65,0.436,0.235,0.188,Visual
activation,1.474,0.474,1.684,0.842,0.368,2.474,0.905,2.286,2.429,1.286,0.667,0.288,0.233,0.141,Visual
activator,1.409,0.045,1,0.727,0.136,3.091,0.792,2.292,2.292,1.417,0.583,0.475,0.232,0.221,Visual
active,1.333,0.111,0.778,2.667,0.278,3.722,3.455,2.955,2.318,2.091,2.091,0.406,0.106,0.166,Visual
actively,1.444,0.444,1,1.611,0.389,3,2.524,2.381,2.238,1.476,1.857,0.331,0.1,0.142,Visual
activeness,1.412,0,0.353,2.706,0.176,3.471,3.55,3.4,2.95,2.45,2.95,0.428,0.072,0.152,Visual
activism,2.5,0.1,0.2,0.95,0.2,2.55,1,1.238,2.524,2.143,1.048,0.377,0.192,0.17,Visual
activist,2.4,0.1,0.25,0.8,0.2,3.2,1.421,2,3.316,2.947,1.211,0.446,0.193,0.18,Visual
activity,3.118,0.529,1.824,2.294,0.941,3.824,3.9,3.75,3.65,3,3.15,0.263,0.052,0.112,Visual
actor,4.235,0.235,1.118,0.824,0.235,4.647,1.727,1.818,3.682,1.909,1.636,0.391,0.19,0.2,Visual
actress,3.15,0.15,0.5,0.65,0.4,3.95,1.3,1.85,3.2,2.35,1.4,0.432,0.188,0.201,Visual
acts,1.688,0.188,0.375,0.625,0.062,2.25,2.1,2.55,2.75,2.6,1.8,0.422,0.081,0.158,Visual
actual,2.222,0.444,1.333,1.333,0.389,3.389,0.579,0.632,1.158,0.526,0.632,0.329,0.179,0.237,Visual
actuality,1.786,0.571,0.643,1.143,0.571,2.643,0.526,0.895,2.632,1.158,0.526,0.282,0.367,0.162,Visual
actualization,1.556,0.222,0.889,2,0.111,2.778,0.467,0.467,1.867,0.533,0.533,0.353,0.362,0.233,Visual
actualize,0.368,0.211,0.895,1.526,0.263,1.947,1.65,2.3,3.35,1.75,1.5,0.333,0.175,0.199,Visual
actually,0.95,0.1,0.35,0.85,0.1,1.1,0.056,0.167,0.889,0.778,0.056,0.29,0.429,0.194,Visual
actuarial,1.188,0,0.125,0.25,0,1.375,0.091,0.955,1.773,0.773,0.227,0.468,0.44,0.262,Visual
acupressure,0.111,0,2.889,2.833,0.056,1.778,1.235,2.529,1.647,0.941,2.176,0.377,0.186,0.178,Haptic
acupuncture,0.286,0,4.238,2.667,0.143,2.476,2.947,3.421,2.947,0.842,3.053,0.432,0.195,0.184,Haptic
acupuncturist,1.526,0,3.105,2.737,0.211,3.316,2.238,2.762,2.619,0.81,2.762,0.304,0.174,0.15,Visual
acute,1.059,0.353,1.176,1.471,0.471,2,0.944,1.222,2.167,1,0.889,0.252,0.205,0.142,Visual
acutely,0.929,0.357,0.714,0.571,0.429,1.571,0.429,0.524,1.762,0.619,0.286,0.266,0.408,0.18,Visual
acuteness,1.75,0.25,0.562,1.938,0.375,2.375,0.5,0.818,2,1.182,0.5,0.293,0.3,0.173,Visual
ad,3.944,0,0.333,0.167,0,4.222,0.1,0.65,3.8,1.05,0.1,0.487,0.649,0.294,Visual
adage,3.769,0,0,0.308,0,1.615,0,0.467,2.333,1.733,0.133,0.662,0.5,0.364,Auditory
adamant,3.6,0.533,0.667,1.933,0.533,2.533,0.85,1.2,3.25,3.55,1.1,0.313,0.271,0.155,Auditory
adamantly,2.667,0,0.111,1,0,2.167,0.45,0.6,1.5,1.9,0.35,0.449,0.323,0.248,Auditory
adapt,1.812,0.188,0.375,1.062,0.125,3.125,1.1,1.55,2.5,1.2,1.15,0.449,0.187,0.211,Visual
adaptability,0.412,0,0.765,1.529,0,1.765,1.263,1.526,3,1.474,1.368,0.395,0.201,0.229,Visual
adaptable,1.647,0.588,0.647,1.412,0.529,3.059,0.778,1.389,3.056,1.111,0.667,0.321,0.341,0.17,Visual
adaptation,2.25,0.375,0.875,1.5,0.312,3.5,0.684,1.158,2.316,1.316,0.526,0.362,0.298,0.215,Visual
adapter,0.571,0.143,2.095,0.524,0.048,3.476,0.778,2.389,2.333,0.556,0.778,0.5,0.268,0.25,Visual
adaption,1.353,0.235,0.941,1.118,0.471,2.176,1.471,1.706,2.588,1.529,1.588,0.308,0.126,0.155,Visual
adaptive,1.559,0.235,0.794,1.353,0.382,2.412,1.158,1.579,2.316,1.474,0.947,0.323,0.183,0.153,Visual
adaptively,1.588,0,0.706,1.353,0,2.529,1.2,1.25,3.1,1.55,1.2,0.41,0.229,0.214,Visual
adaptor,0.812,0.312,2.125,0.5,0.312,3.688,0.5,2.056,2,0.778,0.722,0.435,0.257,0.244,Visual
add,0.739,0.043,0.435,1.478,0.043,2.478,0.4,2.2,2.95,1.25,0.25,0.467,0.383,0.237,Visual
add on,0.706,0.118,0.824,0.353,0.059,2.235,0.439,1.415,1.61,0.463,0.366,0.507,0.29,0.253,Visual
add up,1.316,0.105,0.947,0.263,0.053,1.947,0.263,2.684,3.316,1.053,0.263,0.409,0.403,0.267,Visual
added,2.118,0.471,0.647,0.353,0.353,3.588,0.5,2.8,3.55,1.25,0.45,0.43,0.363,0.201,Visual
addendum,1.933,0.033,0.2,0.133,0.033,3.067,0.4,1.267,2.4,1.867,0.333,0.562,0.33,0.26,Visual
addict,1.562,0.75,0.938,2.25,0.938,3.312,1.3,2.05,2.75,2.35,1.45,0.263,0.146,0.13,Visual
addicted,0.944,0.722,0.444,3.5,0.667,1.278,1.15,1.3,3.8,2.4,1.5,0.404,0.261,0.19,Interoceptive
addictedness,1.2,1.05,0.9,3.15,0.55,3.2,0.286,0.381,2.381,0.81,0.286,0.264,0.506,0.205,Visual
addiction,0.938,0.625,0.312,3.625,0.375,1.75,1.05,1.6,3.8,1.9,1.35,0.434,0.284,0.201,Interoceptive
addictive,0.632,0.947,0.421,3.579,0.474,1.526,0.476,0.619,2.762,1.762,1.095,0.417,0.34,0.221,Interoceptive
addictiveness,0.722,0.944,0.278,3.833,0.611,2.667,0.9,1.3,3.6,2.15,1.55,0.393,0.284,0.192,Interoceptive
addition,1.275,0.175,0.5,0.425,0.125,3.325,0.368,2,3.579,1.368,0.474,0.549,0.412,0.254,Visual
additional,1.303,0.455,1.03,0.818,0.485,3.061,0.263,0.579,1.474,0.474,0.105,0.364,0.473,0.294,Visual
additionally,1.684,0.105,0.263,0.474,0.105,1.789,0.333,0.524,1,0.762,0.381,0.381,0.222,0.227,Visual
additive,0.529,2.294,0.824,0.941,1.294,2.353,0.412,1.353,1.706,2.059,0.235,0.221,0.316,0.151,Visual
additively,0.615,0.154,0.385,0.385,0.308,1,0.812,1.375,2.125,1.188,1,0.297,0.202,0.211,Visual
address,1.882,0,0.118,0.176,0.059,3.941,0.35,0.85,2.6,2.35,0.15,0.638,0.389,0.316,Visual
addressable,1.846,0.154,0.154,0.769,0.077,2.385,0.444,1.611,1.833,1.944,0.389,0.429,0.25,0.199,Visual
addressbook,0.167,0,2.611,0,0,4,0.35,2.35,3,0.7,0.1,0.59,0.446,0.301,Visual
addressee,1.571,0,0,0.143,0,3.357,0.176,1.824,2.412,1.941,0.294,0.662,0.336,0.286,Visual
addresser,3.133,0,0.8,0.333,0,2.867,0.158,0.789,2.053,2.263,0.263,0.439,0.381,0.248,Auditory
addressor,2.5,0,0.25,0,0,2.312,1,1.769,2.769,3,1.077,0.494,0.208,0.204,Auditory
adept,1.533,0.133,0.733,1.267,0.067,2.267,1.105,1.789,2.632,1.105,0.684,0.367,0.266,0.193,Visual
adeptly,1.583,0.75,1,2.167,0.5,2.333,0.941,2,2.353,1.412,0.647,0.22,0.232,0.118,Visual
adeptness,1.778,0.056,0.778,1.889,0.111,2.944,1.471,1.588,2.882,1.824,1.353,0.382,0.168,0.173,Visual
adequacy,1.238,0.095,0.095,1.19,0.19,2.238,0.286,0.381,2.143,0.619,0.286,0.425,0.5,0.245,Visual
adequate,2,0.059,0.647,1.588,0.059,3.059,0.95,1.15,2.6,1.2,1.05,0.405,0.237,0.209,Visual
adequately,1.5,0.444,1.056,1.389,0.389,2.167,1.316,1.947,3.158,2,1.474,0.256,0.186,0.164,Visual
adequateness,1.071,0.286,0.5,1.786,0.214,1.643,0.75,1.25,2.45,1.4,1.15,0.286,0.243,0.179,Interoceptive
adhere,1.176,0.176,1.353,1.412,0.235,2.353,0.8,1.35,2.45,1.1,0.85,0.325,0.252,0.172,Visual
adherence,3.2,0.933,1.267,1.867,0.8,3.733,0.222,1.278,2.111,0.944,0.333,0.249,0.386,0.21,Visual
adherent,1.846,0.154,0.846,0.769,0.077,2.385,0.353,1.059,2.294,1.588,0.471,0.38,0.337,0.195,Visual
adherently,1.692,0,0.615,0.846,0,2.231,0.667,0.6,1.667,0.8,0.533,0.414,0.266,0.231,Visual
adhesion,0.938,0,2.5,0.688,0.25,3.438,0.5,2.167,1.278,0.389,0.389,0.44,0.376,0.274,Visual
adhesive,0.611,0.056,3.722,0.889,1.333,3.667,0.6,3.35,1.55,0.25,0.35,0.357,0.508,0.224,Haptic
adhesively,0.5,0.455,2.909,0.182,0.318,2,0.952,2.667,1.667,0.81,0.762,0.429,0.278,0.206,Haptic
adhesiveness,0.312,0,3.375,0.125,0,3.188,0.286,2.667,2.333,0.238,0.333,0.482,0.415,0.262,Haptic
adjacent,0.889,0.111,1.333,0.167,0.333,4.222,1,1,1.556,0.222,0.444,0.583,0.316,0.365,Visual
adjacently,1,0.294,2.059,0.529,0.353,3.529,1.056,1.444,2,0.333,0.778,0.417,0.297,0.242,Visual
adjectivally,1.786,0,0.5,1,0,2.071,0.222,0.333,1.444,1.278,0.222,0.387,0.349,0.234,Visual
adjective,2.1,0.35,0.3,0.35,0.35,2.3,0.5,0.889,2.833,3,0.556,0.348,0.321,0.2,Visual
adjoin,0.733,0.133,1.2,0.6,0.133,2.733,0.941,2.412,2.118,1,1.176,0.47,0.192,0.197,Visual
adjoined,0.889,0.389,1.833,0.778,0.278,3.889,0.833,1.778,2.167,0.556,1,0.448,0.254,0.251,Visual
adjoining,1.267,0.467,1.333,0.667,0.533,3.533,0.579,2,1.947,0.579,1.158,0.393,0.227,0.218,Visual
adjourn,1.727,0.273,0.364,0.455,0.364,1.455,1.267,1.267,2.533,1.467,0.8,0.314,0.236,0.189,Auditory
adjournment,3.25,0.188,0.75,0.75,0.188,2.5,0.706,1.235,2.412,1.706,0.412,0.402,0.309,0.217,Auditory
adjudicate,2.769,0,0.154,0.615,0,1.846,0.071,0.714,2.5,2.286,0.143,0.514,0.425,0.25,Auditory
adjudication,2.5,0,0,0.667,0,1.333,0.312,0.812,2.062,1.438,0.312,0.556,0.354,0.265,Auditory
adjunct,1.733,0.267,0.8,0.333,0.2,2.133,0.2,0.933,1.267,1,0.2,0.354,0.296,0.213,Visual
adjust,1.278,0.111,2.5,1.167,0.056,3.056,2.6,3.55,2.75,1.65,2.4,0.367,0.147,0.165,Visual
adjustability,0.789,0.263,1.421,0.895,0.316,2.316,1.158,3,1.684,0.474,1.053,0.342,0.343,0.205,Visual
adjustable,0.842,0.105,3,0.632,0.211,3.947,0.895,2.895,1.105,0.053,0.526,0.44,0.519,0.274,Visual
adjustably,1.647,0.765,2.706,2.059,0.588,3.118,1.111,2.667,1.889,0.722,0.889,0.232,0.267,0.139,Visual
adjuster,1.588,0.176,1,0.059,0.235,2.529,0.95,2.05,2.15,1,0.8,0.442,0.194,0.197,Visual
adjustment,0.895,0.368,1.842,0.842,0.526,3.158,1.526,2.211,1.947,1.263,2.368,0.366,0.119,0.165,Visual
adjustor,2,0.15,0.75,0.45,0.2,2.65,0.294,0.706,2.294,0.706,0.353,0.403,0.459,0.237,Visual
admin,1.75,0.1,0.4,0.55,0.2,2.5,0.176,0.824,1.824,1.353,0.176,0.436,0.378,0.244,Visual
administer,2.444,0.056,1.444,0.944,0,3.667,0.4,2.05,1.5,1.55,0.35,0.429,0.291,0.255,Visual
administrable,1.458,0.25,0.5,1.25,0.208,2.458,0.238,1.238,1.905,1.095,0.286,0.367,0.35,0.207,Visual
administrate,2.188,0.062,0.125,0.438,0.062,2.562,0.55,1.4,1.65,1.85,0.45,0.46,0.237,0.221,Visual
administration,2.188,0,0.125,0.938,0,3.438,0.421,1.105,3,2.211,0.211,0.514,0.402,0.252,Visual
administrational,1.882,0,0.412,0.588,0,2.118,0.5,1.556,3.056,2.111,0.389,0.424,0.35,0.242,Visual
administrative,2.081,0.054,0.189,0.568,0.027,2.351,0,0.579,1.895,1.211,0.053,0.441,0.507,0.261,Visual
administratively,2.211,0,0.158,0.579,0,2.474,0.789,1.211,2.684,2.632,0.737,0.456,0.242,0.199,Visual
administrator,2.176,0,0.647,0.294,0.059,3.176,0.333,0.619,2.19,1.333,0.476,0.5,0.375,0.281,Visual
admirable,2.053,0.105,0.053,2.105,0.053,2.789,0.095,0.667,2.81,1.381,0.524,0.382,0.496,0.218,Visual
admirableness,1.562,0,0.438,2.312,0.125,2.438,0.571,0.857,3.143,1.571,0.714,0.355,0.375,0.229,Visual
admirably,1.824,0.059,0.235,1.294,0.118,1.647,0.579,0.895,2.211,1.842,0.526,0.341,0.278,0.192,Auditory
admiral,2.706,0,0.882,0,0.059,3.647,1.105,1.789,3.316,1.947,1.421,0.5,0.231,0.216,Visual
admiralship,1.125,0,0.438,0.25,0.125,2.125,0.529,0.529,1.882,0.588,0.294,0.523,0.415,0.269,Visual
admiration,2.278,0.889,0.778,3,0.5,2.5,0.7,0.95,4.1,2.35,1,0.251,0.374,0.189,Interoceptive
admire,2.056,0.056,0.389,2.556,0.056,2.611,0.25,0.65,3.3,1.85,0.45,0.331,0.469,0.228,Visual
admired,2.333,0,0.722,2.889,0,2.444,0.05,0.75,2.95,1.35,0.4,0.344,0.527,0.212,Interoceptive
admirer,2.095,0.143,1.048,1.476,0.143,3.238,0.048,0.524,3,1.333,0.095,0.38,0.59,0.243,Visual
admiring,2.647,0.471,0.647,1.706,0.588,2.706,0.25,0.55,3.05,2.1,0.3,0.255,0.448,0.186,Visual
admiringly,1.85,0.2,0.25,1.4,0.15,2.6,0.333,0.944,2.944,2.278,0.5,0.38,0.373,0.208,Visual
admissibility,1.429,0,0,0.357,0,1.786,0.524,0.714,2.524,1.429,0.429,0.5,0.373,0.275,Visual
admissible,2.421,0.684,0.789,0.684,0.684,2.158,0.722,1.167,3.111,1.333,0.444,0.234,0.393,0.188,Auditory
admissibleness,2,0.143,0.214,0.929,0.071,1.786,0.438,0.562,2.125,0.938,0.375,0.375,0.394,0.214,Auditory
admissibly,1.938,0.312,0.375,0.625,0.312,1.812,0.333,0.778,1.111,1.222,0.444,0.302,0.229,0.175,Auditory
admission,2.053,0.263,1.316,1.789,0.158,3.053,1.632,1,1.842,1.526,0.737,0.335,0.164,0.188,Visual
admissive,1.267,0.2,0,0.6,0,1.467,0.278,0.889,2.222,2.222,0.333,0.415,0.327,0.234,Visual
admit,2.95,0,0.2,0.3,0,1.7,0.333,0.714,2.381,2.857,0.286,0.573,0.391,0.252,Auditory
admittance,3.278,0.056,0.5,0.944,0.111,3.444,1,1.316,2.684,1.895,0.895,0.407,0.23,0.21,Visual
admitted,3.824,0.294,0.294,0.882,0.118,2.588,0.263,0.474,2.526,2.684,0.316,0.463,0.387,0.26,Auditory
admittedly,2.235,0,0,0.294,0,1.294,0.545,0.773,2.591,2.909,0.5,0.585,0.329,0.261,Auditory
admitter,3.222,0.056,0.778,0.278,0.056,2.333,0.111,0.111,1.778,2,0.056,0.471,0.479,0.294,Auditory
admonishingly,3,0.2,0.533,1.333,0.067,2.333,0.118,0.353,1.529,1.824,0.118,0.393,0.433,0.257,Auditory
